Source,Target,Distance,ExecutionTime
444741246,413409626,10428,00000,1798083
413409626,265515017,17972,00000,1239666
265515017,1563015986,12953,00000,1798959
1563015986,1426275621,6400,00000,1301875
1426275621,8032481,9075,00000,1206834
8032481,1086955740,14756,00000,1592750
1086955740,4208635181,13972,00000,1390792
4208635181,3667680006,19216,00000,1649792
3667680006,4902553820,13404,00000,3109667
4902553820,1604527503,9085,00000,1356166
1604527503,277758470,5022,00000,1109042
277758470,441232145,7504,00000,1113125
441232145,1618441245,13654,00000,1414333
1618441245,3348082342,5627,00000,1628541
3348082342,388225593,15081,00000,1635000
388225593,1298272244,9394,00000,1695750
1298272244,20930057,18459,00000,1836791
20930057,277545922,4497,00000,911083
277545922,4545941748,20603,00000,1492625
4545941748,1693439620,18389,00000,1323417
1693439620,441326963,3750,00000,1076083
441326963,2334272792,13680,00000,1412041
2334272792,428639003,9126,00000,1329583
428639003,1149291930,6733,00000,1174458
1149291930,1380813713,6078,00000,1102333
1380813713,266990029,5411,00000,1982333
266990029,472370698,4431,00000,1108083
472370698,2338333719,20230,00000,3603959
2338333719,412732837,20169,00000,3085792
412732837,2287834893,7890,00000,1438875
2287834893,1233942287,8958,00000,1221125
1233942287,1201351872,8482,00000,950083
1201351872,343474453,10589,00000,1508792
343474453,251692710,10744,00000,1193584
251692710,1181345293,10265,00000,1362125
1181345293,727561997,2895,00000,841833
727561997,5286705710,4868,00000,2740333
5286705710,3477856271,11361,00000,1383500
3477856271,1924378528,13612,00000,1295709
1924378528,3729339169,18347,00000,1246333
3729339169,1794362737,3576,00000,648042
1794362737,261022072,11828,00000,1102417
261022072,1078624634,7303,00000,907959
1078624634,3508974483,9572,00000,880292
3508974483,1326082191,19379,00000,1217333
1326082191,3470603285,19928,00000,1081666
3470603285,867731315,17404,00000,1001709
867731315,2038571393,2987,00000,557916
2038571393,1413293250,13363,00000,947250
1413293250,2058835321,13835,00000,866375
2058835321,1105173205,15786,00000,942500
1105173205,2347166152,16973,00000,982000
2347166152,331650530,5566,00000,1296375
331650530,330117699,14343,00000,1354375
330117699,31229216,17667,00000,1100000
31229216,59733887,19187,00000,1116958
59733887,211407433,4763,00000,744959
211407433,510407353,3539,00000,606834
510407353,1596241543,4452,00000,900250
1596241543,2514808467,3494,00000,714417
2514808467,1204024888,9055,00000,1287083
1204024888,1145250786,16250,00000,1823541
1145250786,1170119905,6283,00000,1020500
1170119905,4280986032,10111,00000,1148416
4280986032,2905013548,10764,00000,969292
2905013548,2156766024,11575,00000,1139292
2156766024,1689511452,15401,00000,1418250
1689511452,416002123,18050,00000,1214625
416002123,1609396147,1168,00000,906833
1609396147,2837937922,7549,00000,1131250
2837937922,4336065,14215,00000,1385416
4336065,1731840643,8278,00000,1153541
1731840643,1225351878,11589,00000,1820250
1225351878,282024968,5734,00000,2504334
282024968,1756570065,7018,00000,3091167
1756570065,364102222,9243,00000,2332792
364102222,1157373655,5879,00000,2020084
1157373655,5241238468,9218,00000,2168958
5241238468,1216918911,12488,00000,2029458
1216918911,1105493425,2986,00000,1606958
1105493425,271923281,16003,00000,2562666
271923281,2063782549,15235,00000,2331667
2063782549,3406832206,14932,00000,2439792
3406832206,1303469694,5191,00000,4043667
1303469694,2491215422,11749,00000,3431333
2491215422,1022958293,481,00000,3747584
1022958293,2723572023,1806,00000,2365083
2723572023,1414879592,7425,00000,1011208
1414879592,3069734327,16732,00000,1153916
3069734327,1413812052,7546,00000,1147208
1413812052,1277218341,8548,00000,1474167
1277218341,583331504,3735,00000,806875
583331504,4288882287,12839,00000,1460333
4288882287,4291724844,17650,00000,891666
4291724844,305643429,7232,00000,1123583
305643429,8081494,18762,00000,2395208
8081494,1151718181,21045,00000,1300250
1151718181,4154618353,1383,00000,979458
4154618353,450163442,17359,00000,1705625
450163442,1254616421,15713,00000,1368916
1254616421,401454836,20742,00000,1637458
401454836,369789103,21839,00000,1878542
369789103,5109789813,8803,00000,1715458
5109789813,1149046869,9296,00000,3433250
1149046869,1080973313,5916,00000,1316542
1080973313,3009541589,6475,00000,1605416
3009541589,485667592,14962,00000,2690917
485667592,189059530,14611,00000,1627667
189059530,1206085898,1447,00000,690209
1206085898,1659154615,15019,00000,1262291
1659154615,2368693961,6985,00000,1014750
2368693961,2911115427,13088,00000,1094250
2911115427,1326842586,13032,00000,1241500
1326842586,1336309764,5488,00000,1171417
1336309764,2653562727,13113,00000,1497208
2653562727,1231048124,23080,00000,1387375
1231048124,1098161628,6584,00000,1302791
1098161628,567939539,6519,00000,1549667
567939539,1285515976,8122,00000,1117959
1285515976,286271780,9369,00000,948750
286271780,287810309,19504,00000,1676708
287810309,271923243,16672,00000,1158042
271923243,3440082732,8184,00000,1162167
3440082732,510899740,7136,00000,979875
510899740,21455433,17361,00000,1013834
21455433,113581098,2114,00000,803667
113581098,62909842,7614,00000,1402208
62909842,5397824728,12317,00000,1113541
5397824728,393778851,3801,00000,898334
393778851,2355684711,16755,00000,1259458
2355684711,1239791727,16263,00000,3515708
1239791727,1907345029,5699,00000,1299208
1907345029,4307532807,4795,00000,1576417
4307532807,2052595120,16736,00000,2597083
2052595120,611244162,10118,00000,1157542
611244162,2384084767,6314,00000,2062375
2384084767,5390616330,19429,00000,2164583
5390616330,2383898754,5871,00000,1800417
2383898754,494608102,19876,00000,2366167
494608102,4501699038,6243,00000,2867917
4501699038,3758380967,6575,00000,8162833
3758380967,1786084381,9114,00000,1077291
1786084381,1801254748,18487,00000,1737792
1801254748,4251725607,4493,00000,1044875
4251725607,318498736,6556,00000,1111250
318498736,256513239,4140,00000,714833
256513239,249494252,11238,00000,1007875
249494252,288321733,17321,00000,1070208
288321733,1043107213,14809,00000,927833
1043107213,7853933,12782,00000,970917
7853933,3328999076,5877,00000,783125
3328999076,2423037866,1158,00000,794625
2423037866,1618431955,22252,00000,1967917
1618431955,1212389359,19382,00000,1364041
1212389359,2377736643,6643,00000,742750
2377736643,4900479138,6059,00000,1079958
4900479138,5397142335,4783,00000,918042
5397142335,527255620,5707,00000,1171750
527255620,469329497,11596,00000,1703083
469329497,2351968040,4424,00000,1287708
2351968040,506025901,4240,00000,1242917
506025901,281225155,3049,00000,1111084
281225155,490369976,10411,00000,1463875
490369976,2566209744,15146,00000,1259708
2566209744,1582223099,13232,00000,2273709
1582223099,1166400371,6630,00000,2124041
1166400371,4125502345,23089,00000,4440458
4125502345,1578631530,22873,00000,3529500
