Source,Target,Distance,ExecutionTime
49552524,2123635896,4402,00000,2904083
2260687249,1232919521,9221,00000,2677834
634580509,1105536679,28093,00000,5412041
2338494986,5075084430,15957,00000,4647375
4929376825,392389048,11054,00000,3152916
360752543,288872634,8711,00000,2940208
251757322,668473900,6531,00000,3000375
595369814,2297598848,1465,00000,1899375
3463286660,1088413247,9600,00000,3966750
1083465072,3449453443,8672,00000,2903833
3098343003,266206857,6080,00000,2874000
4963145560,1367095409,9035,00000,3188375
1369553064,427756130,3515,00000,2322125
618598358,249401915,8686,00000,4205000
5253619270,2252084133,5301,00000,2601875
2409929290,68372570,3641,00000,2396750
1577249926,4519794192,4782,00000,2587917
2497583180,1570136131,22911,00000,4786500
268817738,2477017100,5364,00000,2430583
4319692210,3132017890,14607,00000,3389375
3964767578,1820951371,21374,00000,4189959
1829481173,1200521844,3179,00000,3108542
3116356426,332493423,8348,00000,3391083
560010913,224380807,6785,00000,3145709
340351879,1119624020,12030,00000,3533291
820447551,1282929801,22699,00000,3898917
427907234,1809310803,11217,00000,5402833
942385,523162062,22736,00000,2084625
1688757080,3171097013,18890,00000,2035416
4898087251,1119638469,15051,00000,1911667
4998188446,2506590509,9239,00000,1472625
1607335899,94049654,19047,00000,2039500
2513068976,3367894560,3514,00000,918166
3829796539,1600385586,22195,00000,1722708
1079319055,4466258686,7185,00000,1428208
3017793636,2501560212,7284,00000,1551708
619526850,409618916,7681,00000,1404917
3636076595,1456233669,5938,00000,743125
2619837443,2159724434,10766,00000,1670167
1609821256,310655056,14806,00000,1572000
2586474378,1301780425,4574,00000,764417
5250418294,1314392315,3402,00000,920333
267039598,3372915220,9533,00000,1240000
2410758991,561370470,4223,00000,778917
2681232085,3019027329,4384,00000,1281583
1333553276,1079046539,4742,00000,1109166
3679856935,1770710360,21952,00000,2662958
3158423039,372798261,11292,00000,1287750
2241552128,1269703243,5360,00000,1126042
1769685012,2214656350,6036,00000,1003625
279736657,1814913814,8176,00000,1237084
3716773196,1027101365,4477,00000,1043125
4195690597,687454934,5954,00000,1110459
4737100327,30789823,4560,00000,1069958
4187191964,1091395685,6968,00000,1218541
1096563846,4150508905,2752,00000,778083
3374409702,1188042453,12612,00000,1819791
422669646,4487777989,14489,00000,1758667
3280610609,387537785,4383,00000,1268166
271333697,241379972,12758,00000,1820625
3905350627,5072352530,3452,00000,938542
4554528999,281407276,21973,00000,1595791
2512162014,5401798456,21258,00000,1359584
29594613,370118246,13266,00000,1221542
1555894356,290623229,7041,00000,1293708
2035467192,343473028,17137,00000,1751667
7307540,107917843,9918,00000,1853958
262137516,174086916,5292,00000,855250
1990775015,334367987,8995,00000,1453000
1580190898,1105109854,7449,00000,1240042
3188259702,2817821559,8695,00000,1252209
255164446,514367768,23224,00000,1853125
2456155587,3723447683,10510,00000,1412000
4121823461,263368787,11533,00000,1627042
1607795051,1179390971,7652,00000,949084
595655346,3703204086,9447,00000,1298834
2351510806,256513238,3967,00000,766125
343065562,5345111029,22970,00000,1641292
504923087,1809310602,18254,00000,1898459
2079645370,286837664,4938,00000,640000
1164548674,118681,6042,00000,961917
31466444,489395752,20041,00000,1866959
290646041,1223205583,12100,00000,1460625
3713815423,289472782,22330,00000,1788666
274754774,2353730637,15743,00000,1485625
5222515821,4888225950,21202,00000,1842375
2569498154,1530283373,17786,00000,1791167
1089199074,315856394,7468,00000,1078250
296306719,2520774455,24697,00000,1768041
262498290,1728860700,2667,00000,568083
4847380519,276218784,18044,00000,2334583
4421133546,3182489381,7182,00000,1681333
26981769,285935802,16561,00000,2645708
34024018,300655066,18949,00000,2304125
1402895712,29972683,24083,00000,2185583
3294255436,321346434,4290,00000,1058375
1680714646,3163713024,15648,00000,1887833
523233414,1934780077,22890,00000,1919292
4119499674,3062567770,21234,00000,2035458
2883498579,488536284,11782,00000,2348625
2838661501,1226052433,23665,00000,1793667
4298052645,850481584,4407,00000,1421959
1095206923,4135067909,3762,00000,1201167
313927245,1091561298,5508,00000,1407833
2661457931,1298917185,11316,00000,2182208
1282837337,776256575,4832,00000,1735125
