Source,Target,Distance,ExecutionTime
4741017363,1153165396,24033,00000,1972583
148632,321356384,25257,00000,1263500
12636147,1576155348,6501,00000,1339875
4412309275,4788404860,5917,00000,838209
548647394,4016880251,21995,00000,1863292
2067102733,339879980,13492,00000,1616750
1131568409,3993464703,10394,00000,1006958
291885923,5126131528,6322,00000,1261500
251516993,286600826,20538,00000,1825459
1458501778,413701034,9028,00000,942334
1902641590,490368667,20755,00000,1797500
3254033733,523203179,3471,00000,697959
2394118002,413394266,3798,00000,805916
567769747,2426540149,7066,00000,821625
30893157,1096222754,10510,00000,1801250
5418577467,276161484,8088,00000,1571916
4908443822,27260502,21158,00000,2084500
1116131555,26672508,16643,00000,1813708
253851189,469756202,3965,00000,968875
1773871655,1570166546,3199,00000,693834
2009567979,284828897,20676,00000,2284958
30564255,280973964,9323,00000,1341958
1996105771,3704164425,8693,00000,1125709
3514120953,380236931,4110,00000,739458
360185778,3793802782,14669,00000,1622625
21455870,410832426,7232,00000,1754583
1617715729,281398087,1399,00000,853167
27435911,831782118,11984,00000,1610958
1183206903,2396112790,7796,00000,1077625
1162968842,4297014906,10739,00000,1887875
94014507,4338599001,1086,00000,925083
267614052,10215941,7182,00000,2410667
3305509938,1967220319,2628,00000,834583
890724335,273865067,7075,00000,1801542
2036962177,1390289122,4144,00000,1053417
176803247,280707886,8561,00000,1609292
292962907,1098629823,10906,00000,1653792
2422677354,1270591569,25238,00000,2059667
271844664,1242043709,5119,00000,1023334
147680,1414791086,18188,00000,1936750
3774210710,252965372,640,00000,547917
1764533028,71682216,10470,00000,1056959
111721138,457513229,6030,00000,1384542
4195690472,4129780516,13394,00000,1891834
608609010,2345462050,24701,00000,1875583
289549615,1419615619,5181,00000,880250
2563024283,422703764,10910,00000,1587750
490370041,4381294960,7268,00000,1011166
660917803,1263350156,5743,00000,829541
764357628,259250031,14481,00000,2226250
3303166159,3170557968,18650,00000,1682584
1125302769,1616604571,7361,00000,1416875
1651316285,263410763,5464,00000,893666
1748290982,517427535,9423,00000,1411792
3896672016,2118138507,6024,00000,1138291
278621039,4927543283,21180,00000,2071959
1697785973,1127670266,10599,00000,1321041
830406453,3730737515,6683,00000,1152666
1572462730,269011524,2310,00000,501125
4929059206,261729975,15471,00000,2431667
1106014541,2306944396,19129,00000,1479791
1611740571,4128799070,4021,00000,728542
198877281,2068130010,17179,00000,1752959
2884193529,412734310,6934,00000,1184875
282052343,1728658025,9501,00000,1355500
421869727,443707202,20451,00000,2846625
4748645125,20944605,19858,00000,2067459
294886228,339508441,4185,00000,1500084
125526284,2027947727,5005,00000,2374791
5338859774,1842620252,25678,00000,2685667
2386890100,3276551675,22989,00000,2109000
2850237852,14807338,6061,00000,4536875
1122601217,1653078001,27239,00000,2558500
1142057780,294740184,6412,00000,1141916
1903826105,4785244124,6244,00000,1419708
2338495083,1216918831,26307,00000,2133334
1151769083,111644234,9570,00000,1708667
3753541085,5215886658,19982,00000,2389625
410835985,286990812,7404,00000,1437125
2427803716,3981534622,9519,00000,1184250
31818730,4383038235,9650,00000,1641792
1099036434,288002786,5875,00000,965083
516555808,583491653,5602,00000,1367666
801787265,5294658752,22183,00000,2011708
3391571849,687716341,6320,00000,1024125
1207755744,1098744895,12087,00000,1949833
265569203,285477992,15185,00000,1820917
1756570144,4016695408,18123,00000,1844958
439702235,1312374637,13837,00000,2195541
2213475515,2970374941,16795,00000,2407667
469398144,258395790,5532,00000,1418667
1783326186,307659057,5535,00000,1082333
2217267264,1296477442,9323,00000,1709750
2990544785,2286463442,16392,00000,2055583
691859,455878289,1912,00000,581167
1185456898,3372013137,2200,00000,638042
4433242701,582174837,8272,00000,1636583
3447303401,3205362240,5987,00000,1304583
4394073749,1290808901,23779,00000,2113625
1041691484,1113719993,2338,00000,675917
4434857604,2780589567,9838,00000,1621416
330343411,343473436,23965,00000,2510959
1142129190,292363881,5071,00000,881041
1551797312,4956887583,8778,00000,1281000
299133577,3726614895,6175,00000,1056875
4777035101,1234122973,5241,00000,755625
559768179,428735113,17686,00000,2745292
293884930,464239935,5938,00000,1139667
4938969799,3382727394,9792,00000,2208833
1429304495,1094842510,8848,00000,1123834
3953532902,4700183319,8009,00000,1270916
73329098,3228194197,24506,00000,2418542
2066198475,383230459,11131,00000,1787458
664601172,532350067,8679,00000,1450000
299937129,35518453,6155,00000,1488416
1438641230,417364165,2503,00000,864792
2387896599,1956309788,6391,00000,1276375
283741646,608084086,10582,00000,1779959
2333040080,5258030965,22931,00000,1711708
1569970598,5214232816,4588,00000,1017500
289741959,304127344,8934,00000,1889250
2990679585,547035104,3033,00000,786792
334244225,444579478,17076,00000,2050541
4785298321,566370989,8477,00000,1800250
1518673730,1122188491,9770,00000,1065500
95155211,305717901,11053,00000,1883333
4777035169,311229853,7944,00000,1102625
421493163,1292272528,16758,00000,2040833
989194120,3451628008,8563,00000,1594667
294741169,309767324,23409,00000,2301708
747797262,1438574717,23267,00000,2799542
3675427213,280850711,5507,00000,1110000
450159571,1787136334,22337,00000,2861709
717726453,1351331388,7837,00000,2019125
427756142,1069984722,23822,00000,3135708
241773358,256213474,12871,00000,3071334
888679006,4927635746,11595,00000,2066125
303650532,4807810784,4578,00000,1185250
290503079,2491307210,6264,00000,1553416
5351682519,3394943498,19544,00000,2830208
280735845,667467312,3772,00000,1292709
2173250056,775772429,9315,00000,1737791
1122310968,5234209720,10164,00000,2669375
3925008935,32994148,27054,00000,2901416
937982660,1688182899,19998,00000,2860584
4785282894,4545941773,8143,00000,2374208
984427087,1371624643,3525,00000,1141875
303648286,1165130147,8111,00000,2585375
3210040757,1105544377,4905,00000,1894375
1145559639,1462239173,27155,00000,4329709
2274331811,372412153,7251,00000,2727875
281398136,1955057766,5466,00000,1285625
94080357,2465859758,6177,00000,1687417
1175083704,268846405,8342,00000,2444500
1656322605,3793319243,2704,00000,1780208
347637300,280669600,10975,00000,2495334
262170425,1814867967,9002,00000,2732750
3214330188,1258553056,3395,00000,1438333
25321590,276091445,382,00000,1206625
834398206,1390986866,21015,00000,2593583
1240322642,2235484297,9521,00000,1797916
1877035,1224505247,15989,00000,2719125
268689238,2064284592,15259,00000,3079375
664211650,1612084167,2784,00000,1545542
1986721801,3185403108,22329,00000,4171292
4109973346,1270714514,12377,00000,2849459
409637134,394914096,18721,00000,4296209
5389859747,2071478472,2138,00000,2303125
1546456052,5272088673,13171,00000,3769333
1574482855,29972591,5203,00000,2673542
3760571488,250380095,20986,00000,3678583
796293786,1237058773,13457,00000,3470458
1569969964,1145510132,11683,00000,2678584
79355000,1247215548,10388,00000,2954583
3048953777,3739700675,18757,00000,3602708
106459664,1108049873,7219,00000,1979292
1426349647,1169048900,17601,00000,3165625
349156347,1689446249,21707,00000,4318375
287820135,369939341,20775,00000,3572250
2493676801,2591996474,18986,00000,2267417
3280257148,4078854038,15490,00000,2947375
1101745546,1750178120,15895,00000,2185834
190791542,1261816221,10842,00000,3722208
1123859015,3283145593,6648,00000,1961792
1106290455,711923276,10584,00000,2413833
2118105091,1151684507,3524,00000,1616250
2354264667,2562601606,10579,00000,2100042
746346084,280439027,2510,00000,572625
4252216317,1217103133,21725,00000,1915916
2387130152,308521927,7088,00000,1066750
1023478604,1595963732,7340,00000,1045625
3892425045,1771797431,11867,00000,1667791
301996668,3897647514,2532,00000,745500
1244166371,5191936307,2219,00000,424750
2430545550,4428135909,3041,00000,607000
254214596,2987475573,573,00000,456084
296851285,4979974033,7578,00000,1529666
4621421727,149180514,7482,00000,1182875
31386958,308661040,1342,00000,497459
988947282,608659707,3692,00000,515875
430206000,2988361933,19168,00000,2370041
34024009,1455463744,2672,00000,788959
582174848,1774941390,16520,00000,1430209
3910321293,1126596782,830,00000,454500
1243947483,596092291,14461,00000,2641125
3804102247,4142848854,4810,00000,1876917
5104492974,3520389893,22898,00000,3051458
281285910,33397593,4052,00000,2237500
1152563450,401150688,24642,00000,2949542
281286246,420319887,8268,00000,1985125
1937256720,2118283336,7339,00000,1121542
1997038790,2072599132,3022,00000,1067584
1163622970,2808333138,19197,00000,2262833
5178336104,305618842,6631,00000,1706125
786090320,454287981,5736,00000,1101833
1773341587,1265184535,6225,00000,1264000
4900223038,300710720,776,00000,677167
880801612,3722473219,8444,00000,1302208
1144142383,3281198930,7457,00000,1262750
2883498560,307132180,4687,00000,964292
402664913,1612024969,6381,00000,1215916
279387019,3031608675,1133,00000,1012875
1612703734,1032963116,7805,00000,1734750
3381029699,3692983998,11038,00000,1575584
1196047728,4902501162,16765,00000,1458042
251720710,3667680006,7357,00000,1058916
1480376439,4929197337,21955,00000,2207917
1272413465,1346351529,7095,00000,1034541
394935721,1587649574,21009,00000,1969708
5302273524,2583448434,23327,00000,2564458
1914970409,442158609,5671,00000,1035625
1477347798,748466612,3226,00000,759042
4704334806,2179726229,8468,00000,1322959
1022837716,417816273,4710,00000,1153708
2296688673,1569970164,15744,00000,1639666
1277098099,251541475,8411,00000,1184500
106443402,31233780,8525,00000,1130542
2843369793,292677058,13027,00000,1961334
4385164490,2349153289,7308,00000,1941584
344351884,1572484979,6363,00000,2144833
579340128,296015162,14062,00000,2307916
3419847044,332491877,2444,00000,1422666
303794810,413215471,5304,00000,2364167
1195412521,1189996538,22705,00000,2681958
1781965646,1175433767,6986,00000,1894084
1574030619,1097017660,22491,00000,3709416
474432487,30942828,22936,00000,2750417
2014271902,262193058,9332,00000,2759667
149111047,283752220,9845,00000,2586750
2506835610,1884387200,4257,00000,1807583
2428211202,1426887175,7644,00000,1963000
3123396066,654099413,8829,00000,2175334
1362219702,2324852654,14660,00000,3073583
1032963063,1654111596,14438,00000,2594875
286976250,2411230536,7759,00000,1498958
1945677110,117904,4643,00000,2458208
3055893183,866975221,13755,00000,3003792
3164465105,3069700460,14742,00000,3242916
4495300983,717727880,7869,00000,2408708
820881588,1299751435,4446,00000,1987083
1612869261,817568365,2233,00000,2053834
1118438940,1459247578,4038,00000,1862000
2426004432,2281342904,8196,00000,2281000
2720419835,2329305438,24435,00000,2735583
1505244155,21508466,6626,00000,2055917
5324692392,3769003239,14648,00000,2773291
3913087507,73072433,25851,00000,2707417
303650927,252530974,8945,00000,1179750
4597116546,1214176598,4894,00000,751125
3507049399,1509188178,2048,00000,560916
295122240,4888961969,25370,00000,2436709
1402381590,4208636869,5990,00000,1427625
Average Execution Time,0.002041916869 seconds
Average Relaxed Edges,17717.187
